('1', 'Bag, Barracks Laundry', 'available'),
('8707', 'Shirt, Wmn’s S/S', 'available'),
('8708', 'Shirt, Wmn’s S/S', 'not available'),
('8709', 'Shirt, Wmn’s S/S', 'available'),
('8710', 'Shirt, Wmn’s S/S', 'not available'),
('8711', 'Shirt, Wmn’s S/S', 'available'),
('8712', 'Shirt, Wmn’s S/S', 'not available'),
('8713', 'Shirt, Wmn’s S/S', 'available'),
('8714', 'Shirt, Wmn’s S/S', 'not available'),
('8715', 'Shirt, Wmn’s S/S', 'available'),
('8716', 'Shirt, Wmn’s S/S', 'not available'),
('8717', 'Shirt, Wmn’s S/S', 'available'),
('8718', 'Shirt, Wmn’s S/S', 'not available'),
('8719', 'Shirt, Wmn’s S/S', 'available'),
('8720', 'Shirt, Wmn’s S/S', 'not available'),
('8721', 'Shirt, Wmn’s S/S', 'available'),
('8722', 'Shirt, Wmn’s S/S', 'not available'),
('8723', 'Shirt, Wmn’s S/S', 'available'),
('8724', 'Shirt, Wmn’s S/S', 'not available'),
('8725', 'Shirt, Wmn’s S/S', 'available'),
('8726', 'Shirt, Wmn’s S/S', 'not available'),
('8727', 'Shirt, Wmn’s S/S', 'available'),
('8728', 'Shirt, Wmn’s S/S', 'not available'),
('8729', 'Shirt, Wmn’s S/S', 'available'),
('8730', 'Shirt, Wmn’s S/S', 'not available'),
('8731', 'Shirt, Wmn’s S/S', 'available'),
('8732', 'Shirt, Wmn’s S/S', 'not available'),
('8733', 'Shirt, Wmn’s S/S', 'available'),
('8734', 'Shirt, Wmn’s S/S', 'not available'),
('8735', 'Shirt, Wmn’s S/S', 'available'),
('8736', 'Shirt, Wmn’s S/S', 'not available'),
('8737', 'Shirt, Wmn’s S/S', 'available'),
('8738', 'Shirt, Wmn’s S/S', 'not available'),
('8739', 'Shirt, Wmn’s S/S', 'available'),
('8740', 'Shirt, Wmn’s S/S', 'not available'),
('8741', 'Shirt, Wmn’s S/S', 'available'),
('8742', 'Shirt, Wmn’s S/S', 'not available'),
('8743', 'Shirt, Wmn’s S/S', 'available'),
('8744', 'Shirt, Wmn’s S/S', 'not available'),
('8745', 'Shirt, Wmn’s S/S', 'available'),
('8746', 'Shirt, Wmn’s S/S', 'not available'),
('8747', 'Shirt, Wmn’s S/S', 'available'),
('8748', 'Shirt, Wmn’s S/S', 'not available'),
('8749', 'Shirt, Wmn’s S/S', 'available'),
('8750', 'Shirt, Wmn’s S/S', 'not available'),
('8751', 'Shirt, Wmn’s S/S', 'available'),
('8752', 'Shirt, Wmn’s S/S', 'not available'),
('8753', 'Shirt, Wmn’s S/S', 'available'),
('8754', 'Shirt, Wmn’s S/S', 'not available'),
('8755', 'Shirt, Wmn’s S/S', 'available'),
('8756', 'Shirt, Wmn’s S/S', 'not available'),
('8757', 'Shirt, Wmn’s S/S', 'available'),
('8758', 'Shirt, Wmn’s S/S', 'not available'),
('8759', 'Shirt, Wmn’s S/S', 'available'),
('8760', 'Shirt, Wmn’s S/S', 'not available'),
('8761', 'Shirt, Wmn’s S/S', 'available'),
('8762', 'Shirt, Wmn’s S/S', 'not available'),
('8763', 'Shirt, Wmn’s S/S', 'available'),
('8764', 'Shirt, Wmn’s S/S', 'not available'),
('8765', 'Shirt, Wmn’s S/S', 'available'),
('8766', 'Shirt, Wmn’s S/S', 'not available'),
('8767', 'Shirt, Wmn’s S/S', 'available'),
('8768', 'Shirt, Wmn’s S/S', 'not available'),
('8769', 'Shirt, Wmn’s S/S', 'available'),
('8770', 'Shirt, Wmn’s S/S', 'not available'),
('8771', 'Shirt, Wmn’s S/S', 'available'),
('8772', 'Shirt, Wmn’s S/S', 'not available'),
('8773', 'Shirt, Wmn’s S/S', 'available'),
('8774', 'Shirt, Wmn’s S/S', 'not available'),
('8775', 'Shirt, Wmn’s S/S', 'available'),
('8776', 'Shirt, Wmn’s S/S', 'not available'),
('8777', 'Shirt, Wmn’s S/S', 'available'),
('8778', 'Shirt, Wmn’s S/S', 'not available'),
('8779', 'Shirt, Wmn’s S/S', 'available'),
('8780', 'Shirt, Wmn’s S/S', 'not available'),
('8781', 'Shirt, Wmn’s S/S', 'available'),
('8782', 'Shirt, Wmn’s S/S', 'not available'),
('8783', 'Shirt, Wmn’s S/S', 'available'),
('8784', 'Shirt, Wmn’s S/S', 'not available'),
('8785', 'Shirt, Wmn’s S/S', 'available'),
('8786', 'Shirt, Wmn’s S/S', 'not available'),
('8787', 'Shirt, Wmn’s S/S', 'available'),
('8788', 'Shirt, Wmn’s S/S', 'not available'),
('8789', 'Shirt, Wmn’s S/S', 'available'),
('8790', 'Shirt, Wmn’s S/S', 'not available'),
('8791', 'Shirt, Wmn’s S/S', 'available'),
('8792', 'Shirt, Wmn’s S/S', 'not available'),
('8793', 'Shirt, Wmn’s S/S', 'available'),
('8794', 'Shirt, Wmn’s S/S', 'not available'),
('8795', 'Shirt, Wmn’s S/S', 'available'),
('8796', 'Shirt, Wmn’s S/S', 'not available'),
('8797', 'Shirt, Wmn’s S/S', 'available'),
('8798', 'Shirt, Wmn’s S/S', 'not available'),
('8799', 'Shirt, Wmn’s S/S', 'available'),
('8800', 'Shirt, Wmn’s S/S', 'not available'),
('8801', 'Shirt, Wmn’s S/S', 'available'),
('8802', 'Shirt, Wmn’s S/S', 'not available'),
('8803', 'Shirt, Wmn’s S/S', 'available'),
('8804', 'Shirt, Wmn’s S/S', 'not available'),
('8805', 'Shirt, Wmn’s S/S', 'available'),
('8806', 'Shirt, Wmn’s S/S', 'not available'),
('8807', 'Shirt, Wmn’s S/S', 'available'),
('8808', 'Shirt, Wmn’s S/S', 'not available'),
('8809', 'Shirt, Wmn’s S/S', 'available'),
('8810', 'Shirt, Wmn’s S/S', 'not available'),
('8811', 'Shirt, Wmn’s S/S', 'available'),
('8812', 'Shirt, Wmn’s S/S', 'not available'),
('8813', 'Shirt, Wmn’s S/S', 'available'),
('8814', 'Shirt, Wmn’s S/S', 'not available'),
('8815', 'Shirt, Wmn’s S/S', 'available'),
('8816', 'Shirt, Wmn’s S/S', 'not available'),
('8817', 'Shirt, Wmn’s S/S', 'available'),
('8818', 'Shirt, Wmn’s S/S', 'not available'),
('8819', 'Shirt, Wmn’s S/S', 'available'),
('8820', 'Shirt, Wmn’s S/S', 'not available'),
('8821', 'Shirt, Wmn’s S/S', 'available'),
('8822', 'Shirt, Wmn’s S/S', 'not available'),
('8823', 'Shirt, Wmn’s S/S', 'available'),
('8824', 'Shirt, Wmn’s S/S', 'not available'),
('8825', 'Shirt, Wmn’s S/S', 'available'),
('8826', 'Shirt, Wmn’s S/S', 'not available'),
('8827', 'Shirt, Wmn’s S/S', 'available'),
('8828', 'Shirt, Wmn’s S/S', 'not available'),
('8829', 'Shirt, Wmn’s S/S', 'available'),
('8830', 'Shirt, Wmn’s S/S', 'not available'),
('8831', 'Shirt, Wmn’s S/S', 'available'),
('8832', 'Shirt, Wmn’s S/S', 'not available'),
('8833', 'Shirt, Wmn’s S/S', 'available'),
('8834', 'Shirt, Wmn’s S/S', 'not available'),
('8835', 'Shirt, Wmn’s S/S', 'available'),
('8836', 'Shirt, Wmn’s S/S', 'not available'),
('8837', 'Shirt, Wmn’s S/S', 'available'),
('8838', 'Shirt, Wmn’s S/S', 'not available'),
('8839', 'Shirt, Wmn’s S/S', 'available'),
('8840', 'Shirt, Wmn’s S/S', 'not available'),
('8841', 'Shirt, Wmn’s S/S', 'available'),
('8842', 'Shirt, Wmn’s S/S', 'not available'),
('8843', 'Shirt, Wmn’s S/S', 'available'),
('8844', 'Shirt, Wmn’s S/S', 'not available'),
('8845', 'Shirt, Wmn’s S/S', 'available'),
('8846', 'Shirt, Wmn’s S/S', 'not available'),
('8847', 'Shirt, Wmn’s S/S', 'available'),
('8848', 'Shirt, Wmn’s S/S', 'not available'),
('8849', 'Shirt, Wmn’s S/S', 'available'),
('8850', 'Shirt, Wmn’s S/S', 'not available'),
('8851', 'Shirt, Wmn’s L/S', 'available'),
('8852', 'Shirt, Wmn’s L/S', 'not available'),
('8853', 'Shirt, Wmn’s L/S', 'available'),
('8854', 'Shirt, Wmn’s L/S', 'not available'),
('8855', 'Shirt, Wmn’s L/S', 'available'),
('8856', 'Shirt, Wmn’s L/S', 'not available'),
('8857', 'Shirt, Wmn’s L/S', 'available'),
('8858', 'Shirt, Wmn’s L/S', 'not available'),
('8859', 'Shirt, Wmn’s L/S', 'available'),
('8860', 'Shirt, Wmn’s L/S', 'not available'),
('8861', 'Shirt, Wmn’s L/S', 'available'),
('8862', 'Shirt, Wmn’s L/S', 'not available'),
('8863', 'Shirt, Wmn’s L/S', 'available'),
('8864', 'Shirt, Wmn’s L/S', 'not available'),
('8865', 'Shirt, Wmn’s L/S', 'available'),
('8866', 'Shirt, Wmn’s L/S', 'not available'),
('8867', 'Shirt, Wmn’s L/S', 'available'),
('8868', 'Shirt, Wmn’s L/S', 'not available'),
('8869', 'Shirt, Wmn’s L/S', 'available'),
('8870', 'Shirt, Wmn’s L/S', 'not available'),
('8871', 'Shirt, Wmn’s L/S', 'available'),
('8872', 'Shirt, Wmn’s L/S', 'not available'),
('8873', 'Shirt, Wmn’s L/S', 'available'),
('8874', 'Shirt, Wmn’s L/S', 'not available'),
('8875', 'Shirt, Wmn’s L/S', 'available'),
('8876', 'Shirt, Wmn’s L/S', 'not available'),
('8877', 'Shirt, Wmn’s L/S', 'available'),
('8878', 'Shirt, Wmn’s L/S', 'not available'),
('8879', 'Shirt, Wmn’s L/S', 'available'),
('8880', 'Shirt, Wmn’s L/S', 'not available'),
('8881', 'Shirt, Wmn’s L/S', 'available'),
('8882', 'Shirt, Wmn’s L/S', 'not available'),
('8883', 'Shirt, Wmn’s L/S', 'available'),
('8884', 'Shirt, Wmn’s L/S', 'not available'),
('8885', 'Shirt, Wmn’s L/S', 'available'),
('8886', 'Shirt, Wmn’s L/S', 'not available'),
('8887', 'Shirt, Wmn’s L/S', 'available'),
('8888', 'Shirt, Wmn’s L/S', 'not available'),
('8889', 'Shirt, Wmn’s L/S', 'available'),
('8890', 'Shirt, Wmn’s L/S', 'not available'),
('8891', 'Shirt, Wmn’s L/S', 'available'),
('8892', 'Shirt, Wmn’s L/S', 'not available'),
('8893', 'Shirt, Wmn’s L/S', 'available'),
('8894', 'Shirt, Wmn’s L/S', 'not available'),
('8895', 'Shirt, Wmn’s L/S', 'available'),
('8896', 'Shirt, Wmn’s L/S', 'not available'),
('8897', 'Shirt, Wmn’s L/S', 'available'),
('8898', 'Shirt, Wmn’s L/S', 'not available'),
('8899', 'Shirt, Wmn’s L/S', 'available'),
('8900', 'Shirt, Wmn’s L/S', 'not available'),
('8901', 'Shirt, Wmn’s L/S', 'available'),
('8902', 'Shirt, Wmn’s L/S', 'not available'),
('8903', 'Shirt, Wmn’s L/S', 'available'),
('8904', 'Shirt, Wmn’s L/S', 'not available'),
('8905', 'Shirt, Wmn’s L/S', 'available'),
('8906', 'Shirt, Wmn’s L/S', 'not available'),
('8907', 'Shirt, Wmn’s L/S', 'available'),
('8908', 'Shirt, Wmn’s L/S', 'not available'),
('8909', 'Shirt, Wmn’s L/S', 'available'),
('8910', 'Shirt, Wmn’s L/S', 'not available'),
('8911', 'Shirt, Wmn’s L/S', 'available'),
('8912', 'Shirt, Wmn’s L/S', 'not available'),
('8913', 'Shirt, Wmn’s L/S', 'available'),
('8914', 'Shirt, Wmn’s L/S', 'not available'),
('8915', 'Shirt, Wmn’s L/S', 'available'),
('8916', 'Shirt, Wmn’s L/S', 'not available'),
('8917', 'Shirt, Wmn’s L/S', 'available'),
('8918', 'Shirt, Wmn’s L/S', 'not available'),
('8919', 'Shirt, Wmn’s L/S', 'available'),
('8920', 'Shirt, Wmn’s L/S', 'not available'),
('8921', 'Shirt, Wmn’s L/S', 'available'),
('8922', 'Shirt, Wmn’s L/S', 'not available'),
('8923', 'Shirt, Wmn’s L/S', 'available'),
('8924', 'Shirt, Wmn’s L/S', 'not available'),
('8925', 'Shirt, Wmn’s L/S', 'available'),
('8926', 'Shirt, Wmn’s L/S', 'not available'),
('8927', 'Shirt, Wmn’s L/S', 'available'),
('8928', 'Shirt, Wmn’s L/S', 'not available'),
('8929', 'Shirt, Wmn’s L/S', 'available'),
('8930', 'Shirt, Wmn’s L/S', 'not available'),
('8931', 'Shirt, Wmn’s L/S', 'available'),
('8932', 'Shirt, Wmn’s L/S', 'not available'),
('8933', 'Shirt, Wmn’s L/S', 'available'),
('8934', 'Shirt, Wmn’s L/S', 'not available'),
('8935', 'Shirt, Wmn’s L/S', 'available'),
('8936', 'Shirt, Wmn’s L/S', 'not available'),
('8937', 'Shirt, Wmn’s L/S', 'available'),
('8938', 'Shirt, Wmn’s L/S', 'not available'),
('8939', 'Shirt, Wmn’s L/S', 'available'),
('8940', 'Shirt, Wmn’s L/S', 'not available'),
('8941', 'Shirt, Wmn’s L/S', 'available'),
('8942', 'Shirt, Wmn’s L/S', 'not available'),
('8943', 'Shirt, Wmn’s L/S', 'available'),
('8944', 'Shirt, Wmn’s L/S', 'not available'),
('8945', 'Shirt, Wmn’s L/S', 'available'),
('8946', 'Shirt, Wmn’s L/S', 'not available'),
('8947', 'Shirt, Wmn’s L/S', 'available'),
('8948', 'Shirt, Wmn’s L/S', 'not available'),
('8949', 'Shirt, Wmn’s L/S', 'available'),
('8950', 'Shirt, Wmn’s L/S', 'not available'),
('8951', 'Shirt, Wmn’s L/S', 'available'),
('8952', 'Shirt, Wmn’s L/S', 'not available'),
('8953', 'Shirt, Wmn’s L/S', 'available'),
('8954', 'Shirt, Wmn’s L/S', 'not available'),
('8955', 'Shirt, Wmn’s L/S', 'available'),
('8956', 'Shirt, Wmn’s L/S', 'not available'),
('8957', 'Shirt, Wmn’s L/S', 'available'),
('8958', 'Shirt, Wmn’s L/S', 'not available'),
('8959', 'Shirt, Wmn’s L/S', 'available'),
('8960', 'Shirt, Wmn’s L/S', 'not available'),
('8961', 'Shirt, Wmn’s L/S', 'available'),
('8962', 'Shirt, Wmn’s L/S', 'not available'),
('8963', 'Shirt, Wmn’s L/S', 'available'),
('8964', 'Shirt, Wmn’s L/S', 'not available'),
('8965', 'Shirt, Wmn’s L/S', 'available'),
('8966', 'Shirt, Wmn’s L/S', 'not available'),
('8967', 'Shirt, Wmn’s L/S', 'available'),
('8968', 'Shirt, Wmn’s L/S', 'not available'),
('8969', 'Shirt, Wmn’s L/S', 'available'),
('8970', 'Shirt, Wmn’s L/S', 'not available'),
('8971', 'Shirt, Wmn’s L/S', 'available'),
('8972', 'Shirt, Wmn’s L/S', 'not available'),
('8973', 'Shirt, Wmn’s L/S', 'available'),
('8974', 'Shirt, Wmn’s L/S', 'not available'),
('8975', 'Shirt, Wmn’s L/S', 'available'),
('8976', 'Shirt, Wmn’s L/S', 'not available'),
('8977', 'Shirt, Wmn’s L/S', 'available'),
('8978', 'Shirt, Wmn’s L/S', 'not available'),
('8979', 'Shirt, Wmn’s L/S', 'available'),
('8980', 'Shirt, Wmn’s L/S', 'not available'),
('8981', 'Shirt, Wmn’s L/S', 'available'),
('8982', 'Shirt, Wmn’s L/S', 'not available'),
('8983', 'Shirt, Wmn’s L/S', 'available'),
('8984', 'Shirt, Wmn’s L/S', 'not available'),
('8985', 'Shirt, Wmn’s L/S', 'available'),
('8986', 'Shirt, Wmn’s L/S', 'not available'),
('8987', 'Shirt, Wmn’s L/S', 'available'),
('8988', 'Shirt, Wmn’s L/S', 'not available'),
('8989', 'Shirt, Wmn’s L/S', 'available'),
('8990', 'Shirt, Wmn’s L/S', 'not available'),
('8991', 'Shirt, Wmn’s L/S', 'available'),
('8992', 'Shirt, Wmn’s L/S', 'not available'),
('8993', 'Shirt, Wmn’s L/S', 'available'),
('8994', 'Shirt, Wmn’s L/S', 'not available'),
('8995', 'Shirt, Wmn’s L/S', 'available'),
('8996', 'Shirt, Wmn’s L/S', 'not available'),
('8997', 'Shirt, Wmn’s L/S', 'available'),
('8998', 'Shirt, Wmn’s L/S', 'not available'),
('8999', 'Shirt, Wmn’s L/S', 'available'),
('9000', 'Shirt, Wmn’s L/S', 'not available'),
('9001', 'Shirt, Men’s S/S', 'available'),
('9002', 'Shirt, Men’s S/S', 'not available'),
('9003', 'Shirt, Men’s S/S', 'available'),
('9004', 'Shirt, Men’s S/S', 'not available'),
('9005', 'Shirt, Men’s S/S', 'available'),
('9006', 'Shirt, Men’s S/S', 'not available'),
('9007', 'Shirt, Men’s S/S', 'available'),
('9008', 'Shirt, Men’s S/S', 'not available'),
('9009', 'Shirt, Men’s S/S', 'available'),
('9010', 'Shirt, Men’s S/S', 'not available'),
('9011', 'Shirt, Men’s S/S', 'available'),
('9012', 'Shirt, Men’s S/S', 'not available'),
('9013', 'Shirt, Men’s S/S', 'available'),
('9014', 'Shirt, Men’s S/S', 'not available'),
('9015', 'Shirt, Men’s S/S', 'available'),
('9016', 'Shirt, Men’s S/S', 'not available'),
('9017', 'Shirt, Men’s S/S', 'available'),
('9018', 'Shirt, Men’s S/S', 'not available'),
('9019', 'Shirt, Men’s S/S', 'available'),
('9020', 'Shirt, Men’s S/S', 'not available'),
('9021', 'Shirt, Men’s S/S', 'available'),
('9022', 'Shirt, Men’s S/S', 'not available'),
('9023', 'Shirt, Men’s S/S', 'available'),
('9024', 'Shirt, Men’s S/S', 'not available'),
('9025', 'Shirt, Men’s S/S', 'available'),
('9026', 'Shirt, Men’s S/S', 'not available'),
('9027', 'Shirt, Men’s S/S', 'available'),
('9028', 'Shirt, Men’s S/S', 'not available'),
('9029', 'Shirt, Men’s S/S', 'available'),
('9030', 'Shirt, Men’s S/S', 'not available'),
('9031', 'Shirt, Men’s S/S', 'available'),
('9032', 'Shirt, Men’s S/S', 'not available'),
('9033', 'Shirt, Men’s S/S', 'available'),
('9034', 'Shirt, Men’s S/S', 'not available'),
('9035', 'Shirt, Men’s S/S', 'available'),
('9036', 'Shirt, Men’s S/S', 'not available'),
('9037', 'Shirt, Men’s S/S', 'available'),
('9038', 'Shirt, Men’s S/S', 'not available'),
('9039', 'Shirt, Men’s S/S', 'available'),
('9040', 'Shirt, Men’s S/S', 'not available'),
('9041', 'Shirt, Men’s S/S', 'available'),
('9042', 'Shirt, Men’s S/S', 'not available'),
('9043', 'Shirt, Men’s S/S', 'available'),
('9044', 'Shirt, Men’s S/S', 'not available'),
('9045', 'Shirt, Men’s S/S', 'available'),
('9046', 'Shirt, Men’s S/S', 'not available'),
('9047', 'Shirt, Men’s S/S', 'available'),
('9048', 'Shirt, Men’s S/S', 'not available'),
('9049', 'Shirt, Men’s S/S', 'available'),
('9050', 'Shirt, Men’s S/S', 'not available'),
('9051', 'Shirt, Men’s S/S', 'available'),
('9052', 'Shirt, Men’s S/S', 'not available'),
('9053', 'Shirt, Men’s S/S', 'available'),
('9054', 'Shirt, Men’s S/S', 'not available'),
('9055', 'Shirt, Men’s S/S', 'available'),
('9056', 'Shirt, Men’s S/S', 'not available'),
('9057', 'Shirt, Men’s S/S', 'available'),
('9058', 'Shirt, Men’s S/S', 'not available'),
('9059', 'Shirt, Men’s S/S', 'available'),
('9060', 'Shirt, Men’s S/S', 'not available'),
('9061', 'Shirt, Men’s S/S', 'available'),
('9062', 'Shirt, Men’s S/S', 'not available'),
('9063', 'Shirt, Men’s S/S', 'available'),
('9064', 'Shirt, Men’s S/S', 'not available'),
('9065', 'Shirt, Men’s S/S', 'available'),
('9066', 'Shirt, Men’s S/S', 'not available'),
('9067', 'Shirt, Men’s S/S', 'available'),
('9068', 'Shirt, Men’s S/S', 'not available'),
('9069', 'Shirt, Men’s S/S', 'available'),
('9070', 'Shirt, Men’s S/S', 'not available'),
('9071', 'Shirt, Men’s S/S', 'available'),
('9072', 'Shirt, Men’s S/S', 'not available'),
('9073', 'Shirt, Men’s S/S', 'available'),
('9074', 'Shirt, Men’s S/S', 'not available'),
('9075', 'Shirt, Men’s S/S', 'available'),
('9076', 'Shirt, Men’s S/S', 'not available'),
('9077', 'Shirt, Men’s S/S', 'available'),
('9078', 'Shirt, Men’s S/S', 'not available'),
('9079', 'Shirt, Men’s S/S', 'available'),
('9080', 'Shirt, Men’s S/S', 'not available'),
('9081', 'Shirt, Men’s S/S', 'available'),
('9082', 'Shirt, Men’s S/S', 'not available'),
('9083', 'Shirt, Men’s S/S', 'available'),
('9084', 'Shirt, Men’s S/S', 'not available'),
('9085', 'Shirt, Men’s S/S', 'available'),
('9086', 'Shirt, Men’s S/S', 'not available'),
('9087', 'Shirt, Men’s S/S', 'available'),
('9088', 'Shirt, Men’s S/S', 'not available'),
('9089', 'Shirt, Men’s S/S', 'available'),
('9090', 'Shirt, Men’s S/S', 'not available'),
('9091', 'Shirt, Men’s S/S', 'available'),
('9092', 'Shirt, Men’s S/S', 'not available'),
('9093', 'Shirt, Men’s S/S', 'available'),
('9094', 'Shirt, Men’s S/S', 'not available'),
('9095', 'Shirt, Men’s S/S', 'available'),
('9096', 'Shirt, Men’s S/S', 'not available'),
('9097', 'Shirt, Men’s S/S', 'available'),
('9098', 'Shirt, Men’s S/S', 'not available'),
('9099', 'Shirt, Men’s S/S', 'available'),
('9100', 'Shirt, Men’s S/S', 'not available'),
('9101', 'Shirt, Men’s S/S', 'available'),
('9102', 'Shirt, Men’s S/S', 'not available'),
('9103', 'Shirt, Men’s S/S', 'available'),
('9104', 'Shirt, Men’s S/S', 'not available'),
('9105', 'Shirt, Men’s S/S', 'available'),
('9106', 'Shirt, Men’s S/S', 'not available'),
('9107', 'Shirt, Men’s S/S', 'available'),
('9108', 'Shirt, Men’s S/S', 'not available'),
('9109', 'Shirt, Men’s S/S', 'available'),
('9110', 'Shirt, Men’s S/S', 'not available'),
('9111', 'Shirt, Men’s S/S', 'available'),
('9112', 'Shirt, Men’s S/S', 'not available'),
('9113', 'Shirt, Men’s S/S', 'available'),
('9114', 'Shirt, Men’s S/S', 'not available'),
('9115', 'Shirt, Men’s S/S', 'available'),
('9116', 'Shirt, Men’s S/S', 'not available'),
('9117', 'Shirt, Men’s S/S', 'available'),
('9118', 'Shirt, Men’s S/S', 'not available'),
('9119', 'Shirt, Men’s S/S', 'available'),
('9120', 'Shirt, Men’s S/S', 'not available'),
('9121', 'Shirt, Men’s S/S', 'available'),
('9122', 'Shirt, Men’s S/S', 'not available'),
('9123', 'Shirt, Men’s S/S', 'available'),
('9124', 'Shirt, Men’s S/S', 'not available'),
('9125', 'Shirt, Men’s S/S', 'available'),
('9126', 'Shirt, Men’s S/S', 'not available'),
('9127', 'Shirt, Men’s S/S', 'available'),
('9128', 'Shirt, Men’s S/S', 'not available'),
('9129', 'Shirt, Men’s S/S', 'available'),
('9130', 'Shirt, Men’s S/S', 'not available'),
('9131', 'Shirt, Men’s S/S', 'available'),
('9132', 'Shirt, Men’s S/S', 'not available'),
('9133', 'Shirt, Men’s S/S', 'available'),
('9134', 'Shirt, Men’s S/S', 'not available'),
('9135', 'Shirt, Men’s S/S', 'available'),
('9136', 'Shirt, Men’s S/S', 'not available'),
('9137', 'Shirt, Men’s S/S', 'available'),
('9138', 'Shirt, Men’s S/S', 'not available'),
('9139', 'Shirt, Men’s S/S', 'available'),
('9140', 'Shirt, Men’s S/S', 'not available'),
('9141', 'Shirt, Men’s S/S', 'available'),
('9142', 'Shirt, Men’s S/S', 'not available'),
('9143', 'Shirt, Men’s S/S', 'available'),
('9144', 'Shirt, Men’s S/S', 'not available'),
('9145', 'Shirt, Men’s S/S', 'available'),
('9146', 'Shirt, Men’s S/S', 'not available'),
('9147', 'Shirt, Men’s S/S', 'available'),
('9148', 'Shirt, Men’s S/S', 'not available'),
('9149', 'Shirt, Men’s S/S', 'available'),
('9150', 'Shirt, Men’s S/S', 'not available'),
('9151', 'Shirt, Men’s L/S', 'available'),
('9152', 'Shirt, Men’s L/S', 'not available'),
('9153', 'Shirt, Men’s L/S', 'available'),
('9154', 'Shirt, Men’s L/S', 'not available'),
('9155', 'Shirt, Men’s L/S', 'available'),
('9156', 'Shirt, Men’s L/S', 'not available'),
('9157', 'Shirt, Men’s L/S', 'available'),
('9158', 'Shirt, Men’s L/S', 'not available'),
('9159', 'Shirt, Men’s L/S', 'available'),
('9160', 'Shirt, Men’s L/S', 'not available'),
('9161', 'Shirt, Men’s L/S', 'available'),
('9162', 'Shirt, Men’s L/S', 'not available'),
('9163', 'Shirt, Men’s L/S', 'available'),
('9164', 'Shirt, Men’s L/S', 'not available'),
('9165', 'Shirt, Men’s L/S', 'available'),
('9166', 'Shirt, Men’s L/S', 'not available'),
('9167', 'Shirt, Men’s L/S', 'available'),
('9168', 'Shirt, Men’s L/S', 'not available'),
('9169', 'Shirt, Men’s L/S', 'available'),
('9170', 'Shirt, Men’s L/S', 'not available'),
('9171', 'Shirt, Men’s L/S', 'available'),
('9172', 'Shirt, Men’s L/S', 'not available'),
('9173', 'Shirt, Men’s L/S', 'available'),
('9174', 'Shirt, Men’s L/S', 'not available'),
('9175', 'Shirt, Men’s L/S', 'available'),
('9176', 'Shirt, Men’s L/S', 'not available'),
('9177', 'Shirt, Men’s L/S', 'available'),
('9178', 'Shirt, Men’s L/S', 'not available'),
('9179', 'Shirt, Men’s L/S', 'available'),
('9180', 'Shirt, Men’s L/S', 'not available'),
('9181', 'Shirt, Men’s L/S', 'available'),
('9182', 'Shirt, Men’s L/S', 'not available'),
('9183', 'Shirt, Men’s L/S', 'available'),
('9184', 'Shirt, Men’s L/S', 'not available'),
('9185', 'Shirt, Men’s L/S', 'available'),
('9186', 'Shirt, Men’s L/S', 'not available'),
('9187', 'Shirt, Men’s L/S', 'available'),
('9188', 'Shirt, Men’s L/S', 'not available'),
('9189', 'Shirt, Men’s L/S', 'available'),
('9190', 'Shirt, Men’s L/S', 'not available'),
('9191', 'Shirt, Men’s L/S', 'available'),
('9192', 'Shirt, Men’s L/S', 'not available'),
('9193', 'Shirt, Men’s L/S', 'available'),
('9194', 'Shirt, Men’s L/S', 'not available'),
('9195', 'Shirt, Men’s L/S', 'available'),
('9196', 'Shirt, Men’s L/S', 'not available'),
('9197', 'Shirt, Men’s L/S', 'available'),
('9198', 'Shirt, Men’s L/S', 'not available'),
('9199', 'Shirt, Men’s L/S', 'available'),
('9200', 'Shirt, Men’s L/S', 'not available'),
('9201', 'Shirt, Men’s L/S', 'available'),
('9202', 'Shirt, Men’s L/S', 'not available'),
('9203', 'Shirt, Men’s L/S', 'available'),
('9204', 'Shirt, Men’s L/S', 'not available'),
('9205', 'Shirt, Men’s L/S', 'available'),
('9206', 'Shirt, Men’s L/S', 'not available'),
('9207', 'Shirt, Men’s L/S', 'available'),
('9208', 'Shirt, Men’s L/S', 'not available'),
('9209', 'Shirt, Men’s L/S', 'available'),
('9210', 'Shirt, Men’s L/S', 'not available'),
('9211', 'Shirt, Men’s L/S', 'available'),
('9212', 'Shirt, Men’s L/S', 'not available'),
('9213', 'Shirt, Men’s L/S', 'available'),
('9214', 'Shirt, Men’s L/S', 'not available'),
('9215', 'Shirt, Men’s L/S', 'available'),
('9216', 'Shirt, Men’s L/S', 'not available'),
('9217', 'Shirt, Men’s L/S', 'available'),
('9218', 'Shirt, Men’s L/S', 'not available'),
('9219', 'Shirt, Men’s L/S', 'available'),
('9220', 'Shirt, Men’s L/S', 'not available'),
('9221', 'Shirt, Men’s L/S', 'available'),
('9222', 'Shirt, Men’s L/S', 'not available'),
('9223', 'Shirt, Men’s L/S', 'available'),
('9224', 'Shirt, Men’s L/S', 'not available'),
('9225', 'Shirt, Men’s L/S', 'available'),
('9226', 'Shirt, Men’s L/S', 'not available'),
('9227', 'Shirt, Men’s L/S', 'available'),
('9228', 'Shirt, Men’s L/S', 'not available'),
('9229', 'Shirt, Men’s L/S', 'available'),
('9230', 'Shirt, Men’s L/S', 'not available'),
('9231', 'Shirt, Men’s L/S', 'available'),
